cpt_slug,tax_rotas_turisticas,tax_tipo_atrativo,tax_categorias_empreendimentos,pods_resumo_historico,pods_endereco_localizacao,pods_entrada,pods_horario_de_visitacao,pods_guia_necessario,pods_subtitulo_slogan,pods_endereco_completo,pods_telefone_whatsapp,pods_instagram,pods_site_oficial,pods_horario_de_funcionamento,pods_comodidades,pods_destaque_na_home,pods_data_de_inicio,pods_sobre_o_evento,pods_data_de_fim,pods_local_do_evento,pods_valor_do_ingresso,pods_link_de_inscricao_compra,pods_organizador,pods_historia_completa,post_title
atrativos,,História e Cultura,,"A arquitetura da APMG reflete características típicas das instituições militares, focadas em funcionalidade, segurança e formação. O prédio foi criado como espaço de ensino superior em 1931 e ganhou o nome de Academia Policial Militar do Guatupê em 1971 pelo Decreto 22.653. É uma das maiores academias de Polícia Militar da América do Sul.","BR 277, Km 72",,,false,,"BR 277, Km 72, 83075-00",4132997900,,www.apmg.pr.gov.br,,Estacionamento,,,"É responsável pela formação, especialização e aperfeiçoamento de oficiais e praças da Polícia Militar. Realiza cursos de graduação, pós-graduação e extensão. Seu curso de aperfeiçoamento de oficiais é equivalente ao nível de mestrado.",,,,,,,Academia P. M. do Guatupê
atrativos,Caminho do Vinho,História e Cultura,,"Localizada ao lado da Adega Bortolan, essa é um dos mais antigos exemplares da arquitetura da colônia, conservando o estilo dos imigrantes italianos. A construção foi feita pela família Juliato, a qual se instalou no início da formação da colônia.","Rua João Berger 802, esquina com a Rua Julio Cesart Seterareski",Consultar,,false,,"Rua João Berger 802, esquina com a Rua Julio Cesart Seterareski, CEP 83085-200",,,,,,,,,,,,,,,Casa  ao lado da Adega Bortolan
atrativos,,História e Cultura,,"Localizada em um prédio construído com linhas clássicas em 1912 para abrigar o Grupo Escolar Silveira da Motta, já sediou o Fórum e a Câmara Municipal da cidade. Foi tombado pelo patrimônio histórico em 1980. A Biblioteca Pública foi fundada em 1940 e tem um acervo de mais de 100 mil livros. Leva o nome de um dos grandes escritores sãojoeense: Reinaldino Antônio Scharffenberg de Quadros que também foi patrono da cadeira nº 36 da Academia Paranaense de Letras. Bonecos gigantes feitos produzidos pelo Museu do Boneco. Um deles representa o próprio Sharffenbert de Quadros.","Praça Oito de Janeiro, 120 ou Largo Vereador Segismundo Salata, 120",Consultar,,false,,"Praça Oito de Janeiro, 120 ou Largo Vereador Segismundo Salata, 120, CEP 83005-185",4133815845,,https://www.sjp.pr.gov.br,,Acessibilidade,,,,,,,,,,Biblioteca Pública Municipal
atrativos,,Patrimônio Tombado,,Reservatório elevado construído pela Sanepar e projetado pelo engenheiro-arquiteto Léo Limzme. Possui capacidade de 100 metros cúbicos. Tornou um marco na paisagem vertical e é a primeira obra de arquitetura moderna a ser tombada pelo município. Sua construção ocorreu em um momento de grandes discussões sobre o saneamento no Brasil.,"R. Quinze de Novembro, 1155 Praça Getulio Vargas",,,false,,"R. Quinze de Novembro, 1155 Praça Getulio Vargas, CEP 83005-000",,www.youtube.com/watch?v=L-87rn11Vds;,,,Acessibilidade,,,"Sua projeção é triangular com apoio central. Foi a primeira obra no Brasil a ser construída em concreto protendido técnica que combina aço e concreto para maximizar a resistência estrutural, com o concreto suportando a compressão e o aço, a tração.",,,,,,,Caixa d'água do Calçadão
atrativos,,História e Cultura,,"Construção de arquitetura moderna em vidro e concreto. Inaugurada em 2003, possui gabinetes dos vereadores, jardins internos, plenário com platéia. No interior do plenário encontra-se um painel que representa os vereadores feito pelo artista plástico Roney W. Erthal em homenagem aos 150 anos do Poder Legislativo.","R. Veríssimo Marques, 699.",Consultar,,true,,"R. Veríssimo Marques, 699., CEP 83005-410",4132996500,,https://cmsjp.pr.gov.br,,"Estacionamento, Acessibilidade",,,,,,,,,,Câmara Municipal
atrativos,Caminho do Vinho,Patrimônio Cultural,,"A Casa Bortolan é um conjunto de casas centenárias construídas por dois imigrantes italianos: João Bortolon e Ernesto Juliatto, sendo uma delas residencial e a outra um armazém de secos e molhados. Ambas refletem a tradição arquitetônica e cultural trazida pelos colonos, sendo um exemplo típico da arquitetura rural italiana. É considerada patrimônio histórico e cultural.","Rua João Bortolan 222, frente à Rua Augusto  Migrute",,,false,,"Rua João Bortolan 222, frente à Rua Augusto  Migrute",,,,,Estacionamento,,,,,,,,,,Casa Bortolan
atrativos,,História e Cultura,,"Construída no ano de 1897 em alvenaria, com assoalho interno de tábuas largas e divisórias em mata-juntas, um elemento construtivo inovador para a época que dava durabilidade e conforto à construção. A construção inicialmente foi usada como residência. Abrigou uma escola pública e, posteriormente, voltou a ser usada como residência. Possui duas construções anexas que funcionaram como paiol e armazém. Possui divisória de mata-junta: inovação para as casas da época que funciona como barreira acústica e proteção contra infiltração.","Rua Bembenutto Moletta 2029, quase em frente à rua Vila Nova",,,false,,"Rua Bembenutto Moletta 2029, quase em frente à rua Vila Nova",,,,,Estacionamento,,,,,,,,,,Casa Braz Luiz Pereira Filho
atrativos,Rota das Colônias,História e Cultura,,"A casa foi construída por Francisco Sravitch e posteriormente passou a pertencer à família Groschoki. Construção típica polonesa utilizando a técnica de troncos encaixados e suspensa a 20 cm do solo, sendo apoiada por toras nas quatro extremidades. Encontra-se junto ao Café colonial Kawiarnia. Possui um acréscimo lateral em alvenaria. Além da casa, foram construídos um paiol, uma residência, um poço e um forno em alvenaria.","O paiol está localizado junto o café colonial Kawiarnia, R. Domingos Perbiche, 1446",,,false,,"O paiol está localizado junto o café colonial Kawiarnia, R. Domingos Perbiche, 1446, CEP 83085-230",,@kawiarniacafecolonial,,,Estacionamento,,,,,,,,,,Casa Groschoki Kawarnia
atrativos,Rota das Colônias,História e Cultura,,"Casa de aproximadamente 100 anos da família Halluch, construída em tabuado de madeira com mata-junta, um elemento inovador para a época que conferia durabilidade e conforto à construção. Possui também os tradicionais lambrequins. A família Halluch está presente na colônia desde a sua fundação. Chegou ao Brasil em 1878 e desenvolveu empreendimentos no comércio e na indústria. A mata-junta era uma inovação para as casas da época. Funcionavam também como barreiras acústicas e proteção contra infiltração.","Rua Adr. Muritici 802, perto da Rua Domingos Perbiche",,,false,,"Rua Adr. Muritici 802, perto da Rua Domingos Perbiche",,,,,Estacionamento,,,,,,,,,,Casa Hallunch
atrativos,Rota das Colônias,História e Cultura,,"Casa construída por Pedro Inkot em alvenaria em 1931 e inicialmente adornada com pinturas parietais de paisagens de sua autoria. Tais pinturas foram posteriormente escondidas por camadas de tintas. Essa casa era vizinha de um antigo conjunto agroindustrial da família Inkot, composto por mais duas casas e um moinho de trigo. Hoje, no local do moinho apenas permanece uma pequena barragem com um entorno bucólico. A casa Ienkot encontra-se próximo dos campos de camomila e piquenique e da Chácara de eventos Ienkot. É uma região bucólica onde se pode apreciar o paisagismo e a arquitetura.","Rua Antônio Claudino Sobrinho, 15785, esquina com a rua Bemvenuto Moletta.",,,false,,,,,,,Estacionamento,,,,,,,,,,Casa Ienkot (Iewnkot)
atrativos,,História e Cultura,,"A história desse casarão tem suas origens ligadas à imigração polonesa no século XIX. Em 1934, o imigrante polonês José Ginalski chegou ao Brasil e, em 1956, adquiriu o casarão recém-construído de Fortunato Moss. Posteriormente, sua filha Zofja casou-se com Casemiro Jankosz, também descendente de imigrantes poloneses. Décadas depois, Eduardo Jankosz, filho de Casemiro e Zofja, junto com sua família, restaurou o casarão, preservando seu charme europeu e transformando-o em um marco da cidade. Hoje, ele abriga o Centro Empresarial Jankosz, um empreendimento que une tradição e modernidade.","R. Visc. do Rio Branco, 1604",,,false,,"R. Visc. do Rio Branco, 1604, CEP 83005-420",41999395942,,www.jankosz.com.br,,"Estacionamento, Restaurante",,,,,,,,,,Casa Jankoz
atrativos,Rota das Colônias,História e Cultura,,Uma das primeiras casas da região; pertencente à família Juliatto. Ao seu lado funcionam o Café Colonial Juliatto e o Vinho Juliatto.,"R. Júlio César Setenareski, 3797",,,false,,"R. Júlio César Setenareski, 3797, CEP 83085-290",,,,,Estacionamento,,,,,,,,,,Casa Juliatto
atrativos,,História e Cultura,,"Construída para abrigar a família de João Novoceki, imigrante polonês. Residência rural em alvenaria de tijolos com um pavimento. Possui varanda, sótão e algumas pinturas. Casa antiga com cerca de 90 anos. A sua frente, à beira da estrada, encontra-se uma construção de madeira abandonada. Arquitetura típica da colônia. Um interessante conjunto de edifícios históricos relativamente bem conservados.","Rua José Francisco Negoseki, 3766, próximo ao Recanto Aurora Eventos.",Consultar,,false,,"Rua José Francisco Negoseki, 3766, próximo ao Recanto Aurora Eventos., CEP: 83020-838",,,,,,,,,,,,,,,Casa Negoseki
atrativos,,História e Cultura,,"Construção em alvenaria de tijolos com varanda e lambrequins. Pertenceu a antiga fazenda onde se instalou a empresa Schattdeccor. Encontra-se ao lado de uma portaria construída em alvenaria e com lambrequins bem conservados. A casa possui semelhanças com a Casa Negoseki na área rural, na Colônia Zacarias. Arquitetura típica colonial.","R. Francisco Munõz Madrid em frente ao Número 1765, dentro da propriedade da Schautecor do Brasil",,,false,,"R. Francisco Munõz Madrid em frente ao Número 1765, dentro da propriedade da Schautecor do Brasil, CEP 83070-152",,,,,Acessibilidade,,,,,,,,,,Casa Tradicional das colônias
atrativos,Rota das Colônias,História e Cultura,,"Esta casa é um exemplo de construção típica das famílias de imigrantes poloneses que se estabeleceram na região. Foi construída pelo polonês Inácio Scrobot e ainda possui móveis característicos da época da colonização em seu interior. Com aproximadamente 200 anos, a casa foi construída no início do século XX e, posteriormente, estrelas vermelhas foram pintadas em sua fachada frontal, dando-lhe uma característica peculiar. A Casa Scrobot, juntamente com outras construções históricas e igrejas da Colônia Murici são parte de um roteiro turístico que destaca a influência polonesa na arquitetura e na cultura da região.",Rua Emerson Grebogi 2948 esquina com a rua Miguel bass,Consultar,,false,,Rua Emerson Grebogi 2948 esquina com a rua Miguel bass,,,,,Estacionamento,,,,,,,,,,Casa Scrobot
atrativos,,Patrimônio Tombado,,"Prédio em alvenaria construído em 1955 para abrigar o Colégio Estadual Silveira da Motta que tem como patrono Joaquim Inácio Silveira da Motto, vice-presidente do Estado do Paraná e posteriormente nomeado Desembargador. Colégio mais antigo e tradicional da cidade","Largo Ver. Segismundo Salata, 1123",,,false,,"Largo Ver. Segismundo Salata, 1123, CEP 83005-115",4133821241,@colegio.silveiradamotta,,,Estacionamento,,,,,,,,,,Colegio Silveira Motta
atrativos,,História e Cultura,,"Espaço cultural inaugurado em 2009, projetado pelo conceituado arquiteto-urbanista curitibano Manoel Coelho com um anfiteatro pitoresco construído com acústica invertida para otimizar a qualidade sonora e oferecer uma experiência sonora aprimorada. Possui uma irmã gêmea, a Usina do Conhecimento em Guarapuava, sendo que essa é utilizada para várias atividades. Seu anfiteatro tem acústica invertida e é o local de ensaio da Banda Marcial de São José dos Pinhais.","R. Veríssimo Marques, 299",,,false,,"R. Veríssimo Marques, 299, CEP 83030-700",41997679374,@usinadamusica.sjp,,,"Estacionamento, Área Kids",,,"Abriga a Banda Marcial de São José dos Pinhais, o Octeto da Usina da Música, além das Orquestras de Cordas e Sinfônica Jovem, contribuindo significativamente para a formação musical de alunos e músicos do Paraná.",,,,,,,(Escola) Usina da Música
atrativos,,História e Cultura,,"Construído em estilo pós-moderno, recuperando elementos clássicos, o prédio destaca-se na paisagem urbana entre pinheiros kaizuka de verde intenso que contrastam com a fachada, especialmente em dias de céu limpo. Dentro do prédio, destacam-se obras em bronze do artista plástico Roneu W. Erthal em diferentes paredes. Uma das obras retrata a história do Poder Judiciário no município, outra é um conjunto formado pelo mapa do município, o antigo e o novo prédio do Fórum, e há ainda uma parede contendo uma balança, símbolo da justiça, dividida em 9 peças de bronze.","R. João Ângelo Cordeiro, s/n",,,false,,"R. João Ângelo Cordeiro, s/n, CEP 83005-570",4134348400,,www.tjpr.jus.br,,Estacionamento,,,,,,,,,,Fórum Municipal
atrativos,Rota das Colônias,História e Cultura,,"O bondinho, também conhecido como trole, funicular ou vagonete sobre trilhos, foi construído para o transporte de pessoal, máquinas e peças, ligando os escritórios da usina à casa de força. Com um trajeto de 680 metros, o bondinho se tornou uma característica marcante da usina, sendo capaz de transportar até cinco toneladas. Está em operação desde 1929 e é movimentado por motores que liberam e recolhem o cabo de aço em um declive que chega a 70 graus, com um desnível de 270 metros. Atualmente, é um ponto turístico apreciado por aqueles que desejam conhecer uma das hidrelétricas mais importantes da história da energia do Paraná.","Usina da Chaminé, Colônia Castelhanos, área rural",Consultar,,true,,"Usina da Chaminé, Colônia Castelhanos, área rural",,,,,,,,,,,,,,,Trole da Usina da Chaminé
